balance.dat;0,527777778;0,527777778;0,527777778;0,527777778
hayes-roth.dat;0,833333333;0,833333333;0,833333333;0,833333333
new-thyroid.dat;1;1;1;1
penbased.dat;0,934615385;0,934615385;0,934615385;0,934615385
wine.dat;1;1;1;1
balance.dat;0,583333333;0,583333333;0,583333333;0,583333333
hayes-roth.dat;0,888888889;0,888888889;0,888888889;0,888888889
new-thyroid.dat;1;1;1;1
penbased.dat;0,953846154;0,953846154;0,953846154;0,953846154
wine.dat;0,944444444;0,944444444;0,944444444;0,944444444
balance.dat;0,416666667;0,416666667;0,416666667;0,416666667
hayes-roth.dat;0,888888889;0,888888889;0,888888889;0,888888889
new-thyroid.dat;0,904761905;0,904761905;0,904761905;0,904761905
penbased.dat;0,961538462;0,961538462;0,961538462;0,961538462
wine.dat;1;1;1;1
balance.dat;0,527777778;0,527777778;0,527777778;0,527777778
hayes-roth.dat;0,888888889;0,888888889;0,888888889;0,888888889
new-thyroid.dat;1;1;1;1
penbased.dat;0,957692308;0,957692308;0,957692308;0,957692308
wine.dat;1;1;1;1
balance.dat;0,666666667;0,666666667;0,666666667;0,666666667
hayes-roth.dat;0,777777778;0,777777778;0,777777778;0,777777778
new-thyroid.dat;1;1;1;1
penbased.dat;0,969230769;0,969230769;0,969230769;0,969230769
wine.dat;1;1;1;1
balance.dat;0,416666667;0,416666667;0,416666667;0,416666667
hayes-roth.dat;0,777777778;0,777777778;0,777777778;0,777777778
new-thyroid.dat;0,952380952;0,952380952;0,952380952;0,952380952
penbased.dat;0,942307692;0,942307692;0,942307692;0,942307692
wine.dat;1;1;1;1
balance.dat;0,583333333;0,583333333;0,583333333;0,583333333
hayes-roth.dat;0,833333333;0,833333333;0,833333333;0,833333333
new-thyroid.dat;1;1;1;1
penbased.dat;0,969230769;0,969230769;0,969230769;0,969230769
wine.dat;0,972222222;0,972222222;0,972222222;0,972222222
balance.dat;0,666666667;0,666666667;0,666666667;0,666666667
hayes-roth.dat;0,777777778;0,777777778;0,777777778;0,777777778
new-thyroid.dat;0,952380952;0,952380952;0,952380952;0,952380952
penbased.dat;0,973076923;0,973076923;0,973076923;0,973076923
wine.dat;1;1;1;1
balance.dat;0,694444444;0,694444444;0,694444444;0,694444444
hayes-roth.dat;0,777777778;0,777777778;0,777777778;0,777777778
new-thyroid.dat;0,952380952;0,952380952;0,952380952;0,952380952
penbased.dat;0,980769231;0,980769231;0,980769231;0,980769231
wine.dat;1;1;1;1
balance.dat;0,555555556;0,555555556;0,555555556;0,555555556
hayes-roth.dat;0,666666667;0,666666667;0,666666667;0,666666667
new-thyroid.dat;1;1;1;1
penbased.dat;0,957692308;0,957692308;0,957692308;0,957692308
wine.dat;0,972222222;0,972222222;0,972222222;0,972222222
;0,860015873;0,860015873;0,860015873;0,860015873
